Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
2018-06-10T00:00:00,SATR,LL,,SIL,Z400405,IL,10300 S. Doty,(773) 568-8495,2852384
2018-06-10T00:00:00,FORD,VN,,WHI,237436B,IL,10300 S. Doty,(773) 568-8495,2852382
2018-06-10T00:00:00,PONT,4T,,GRY,AG47341,IL,701 N. Sacramento,(773) 265-7605,6925354
2018-06-10T00:00:00,TOYT,4T,,SIL,,IL,10300 S. Doty,(773) 568-8495,2852385
2018-06-11T00:00:00,NISS,4D,,DBL,AMV260,MN,10300 S. Doty,(773) 568-8495,2852387
2018-06-11T00:00:00,CHEV,4D,,BLU,AD77947,IL,10300 S. Doty,(773) 568-8495,2852388
2018-06-11T00:00:00,ZCZY,LL,,SIL,,IL,10300 S. Doty,(773) 568-8495,2852389
2018-06-11T00:00:00,BUIC,4D,,DBL,AJ82988,IL,701 N. Sacramento,(773) 265-7605,6925363
2018-06-11T00:00:00,INFI,4D,,TAN,994T354,IL,10300 S. Doty,(773) 568-8495,2852391
2018-06-10T00:00:00,CADI,4D,,GRY,AP53781,IL,10300 S. Doty,(773) 568-8495,2852393
2018-06-11T00:00:00,CHEV,4D,,BLK,AFE846,IN,10300 S. Doty,(773) 568-8495,2852395
2018-06-11T00:00:00,MITS,2T,,GRY,AS87760,IL,701 N. Sacramento,(773) 265-7605,6925370
2018-06-11T00:00:00,CHEV,LL,,SIL,AM33131,IL,701 N. Sacramento,(773) 265-7605,6925372
2018-06-11T00:00:00,CHEV,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2852400
2018-06-11T00:00:00,DODG,VN,,WHI,,IL,10300 S. Doty,(773) 568-8495,2852399
2018-06-11T00:00:00,TOYT,4D,,SIL,AT55782,IL,10300 S. Doty,(773) 568-8495,2852403
2018-06-11T00:00:00,JEEP,LL,TK,GRY,680517,IL,701 N. Sacramento,(773) 265-7605,6925379
2018-06-11T00:00:00,KIA,4D,,GRY,7KHH483,CA,701 N. Sacramento,(773) 265-1846,1537525
2018-06-11T00:00:00,PONT,LL,,RED,,,10300 S. Doty,(773) 568-8495,2852411
2018-06-11T00:00:00,TOYT,4D,CAM,BLK,Q716099,IL,10300 S. Doty,(773) 568-8495,2852408
2018-06-11T00:00:00,NISS,4D,SEN,BLK,,,701 N. Sacramento,(773) 265-7605,6925384
2018-06-11T00:00:00,VOLV,LL,,BLK,AL24208,IL,701 N. Sacramento,(773) 265-7605,6925387
2018-06-11T00:00:00,HOND,LL,,SIL,V229266,IL,701 N. Sacramento,(773) 265-7605,6925390
2018-06-11T00:00:00,CHEV,VN,,TAN,00181N9,TX,10300 S. Doty,(773) 568-8495,2852418
2018-06-11T00:00:00,CHEV,4D,,GRY,663179,IL,400 E. Lower Wacker,(312) 744-7550,987736
2018-06-11T00:00:00,HOND,LL,,LGR,AN57470,IL,701 N. Sacramento,(773) 265-7605,6925391
2018-06-11T00:00:00,HYUN,4D,,GRY,AC41224,IL,10300 S. Doty,(773) 568-8495,2852422
2018-06-11T00:00:00,KIA,VN,TK,BLK,Q845128,IL,10300 S. Doty,(773) 568-8495,2852419
2018-06-11T00:00:00,FORD,LL,,LGR,943T805,IL,10300 S. Doty,(773) 568-8495,2852420
2018-06-11T00:00:00,FORD,4D,,WHI,S388051,IL,10300 S. Doty,(773) 568-8495,2852428
2018-06-11T00:00:00,DODG,VN,TK,SIL,S670850,IL,10300 S. Doty,(773) 568-8495,2852429
2018-06-11T00:00:00,SATR,2D,,GRY,279706,IL,701 N. Sacramento,(773) 265-7605,6925395
2018-06-11T00:00:00,HYUN,4D,,BLK,AS25125,IL,10300 S. Doty,(773) 568-8495,2852432
2018-06-11T00:00:00,GMC,LL,,RED,,IL,701 N. Sacramento,(773) 265-7605,6925399
2018-06-12T00:00:00,FORD,VN,TK,GLD,671765,IL,701 N. Sacramento,(773) 265-7605,6925404
2018-06-12T00:00:00,CHEV,4D,,GRY,AQ44354,IL,10300 S. Doty,(773) 568-8495,2852439
2018-06-12T00:00:00,DODG,4D,,GRY,AP24705,IL,10300 S. Doty,(773) 568-8495,2852441
2018-06-12T00:00:00,NISS,4D,,TAN,AG41551,IL,10300 S. Doty,(773) 568-8495,2852446
2018-06-12T00:00:00,JEEP,LL,TK,GRY,AS75554,IL,10300 S. Doty,(773) 568-8495,2852444
2018-06-12T00:00:00,CHEV,4D,,BLK,364820,IL,10300 S. Doty,(773) 568-8495,2852448
2018-06-12T00:00:00,FORD,PK,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6925410
2018-06-11T00:00:00,FORD,LL,TK,SIL,HV905K,IN,10300 S. Doty,(773) 568-8495,2852449
2018-06-12T00:00:00,BUIC,4D,,WHI,AS72493,IL,701 N. Sacramento,(773) 265-7605,6925416
2018-06-12T00:00:00,TOYT,2D,,RED,,IL,701 N. Sacramento,(773) 265-7605,6925418
2018-06-12T00:00:00,TOYT,2D,,SIL,2966386,IL,10300 S. Doty,(773) 568-8495,2852452
2018-06-12T00:00:00,NISS,LL,TK,WHI,V518986,IL,701 N. Sacramento,(773) 265-7605,6925420
2018-06-12T00:00:00,LINC,4D,CON,CRM,AS84554,IL,10300 S. Doty,(773) 568-8495,2852453
2018-06-12T00:00:00,MITS,2D,,RED,AG61061,IL,10300 S. Doty,(773) 568-8495,2852456
2018-06-11T00:00:00,ZCZY,BT,,WHI,5638JF,IL,10300 S. Doty,(773) 568-8495,2852390
2018-06-12T00:00:00,CHRY,4D,,GLD,AP24896,IL,701 N. Sacramento,(773) 265-7605,6925444
2018-06-12T00:00:00,JEEP,LL,,WHI,AG30709,IL,701 N. Sacramento,(773) 265-7605,6925446
2018-06-12T00:00:00,SATR,4D,,TAN,AP68068,IL,10300 S. Doty,(773) 568-8495,2852458
2018-06-12T00:00:00,CHEV,2D,,TAN,ZZ24261,IL,10300 S. Doty,(773) 568-8495,2852460
2018-06-12T00:00:00,KIA,LL,TK,BGE,AW15552,IL,701 N. Sacramento,(773) 265-7605,6925454
2018-06-12T00:00:00,FORD,4D,,RED,VXX561,IL,701 N. Sacramento,(773) 265-1846,1537528
2018-06-12T00:00:00,DODG,LL,,SIL,,IL,10300 S. Doty,(773) 568-8495,2852464
2018-06-12T00:00:00,INFI,4D,,BLU,AA97106,IL,701 N. Sacramento,(773) 265-7605,6925463
2018-06-12T00:00:00,CHEV,VN,TK,BLK,340788,IL,701 N. Sacramento,(773) 265-7605,6925465
2018-06-12T00:00:00,DODG,VN,TK,BLU,8175600,IL,701 N. Sacramento,(773) 265-7605,6925466
2018-06-12T00:00:00,CHEV,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2852476
2018-06-12T00:00:00,VOLV,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6925470
2018-06-12T00:00:00,MERC,4D,,MAR,E515662,IL,10300 S. Doty,(773) 568-8495,2852479
2018-06-13T00:00:00,PONT,4D,,PLE,AK70907,IL,701 N. Sacramento,(773) 265-7605,6925475
2018-06-13T00:00:00,DODG,LL,,WHI,CJP685,CO,10300 S. Doty,(773) 568-8495,2852481
2018-06-13T00:00:00,CHEV,4D,,MAR,,IL,10300 S. Doty,(773) 568-8495,2852486
2018-06-13T00:00:00,CHEV,4D,,GRY,Q257096,IL,701 N. Sacramento,(773) 265-7605,6925483
2018-06-13T00:00:00,DODG,VN,,GRY,V700106,IL,701 N. Sacramento,(773) 265-7605,6925487
2018-06-13T00:00:00,MITS,2D,,BLK,R840801,IL,701 N. Sacramento,(773) 265-7605,6925503
2018-06-13T00:00:00,DODG,VN,,GRY,2297874B,IL,10300 S. Doty,(773) 568-8495,2852494
2018-06-13T00:00:00,BUIC,4D,,BLU,V158850,IL,701 N. Sacramento,(773) 265-7605,6925510
2018-06-13T00:00:00,MERC,4D,,GLD,AKD847,IN,10300 S. Doty,(773) 568-8495,2852495
2018-06-13T00:00:00,NISS,4D,,WHI,ZX15372,IL,701 N. Sacramento,(773) 265-7605,6925542
2018-06-13T00:00:00,HYUN,4D,,BLU,Z933100,IL,701 N. Sacramento,(773) 265-7605,6925546
2018-06-13T00:00:00,CADI,4D,,GRN,GVM060,IA,10300 S. Doty,(773) 568-8495,2852501
2018-06-13T00:00:00,CHEV,4D,,RED,Z680796,IL,701 N. Sacramento,(773) 265-7605,6925572
2018-06-13T00:00:00,FORD,VN,,WHI,1480970B,IL,10300 S. Doty,(773) 568-8495,2852506
2018-06-13T00:00:00,NISS,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6925575
2018-06-13T00:00:00,CHEV,VN,,WHI,AF63053,IL,701 N. Sacramento,(773) 265-7605,6925587
2018-06-13T00:00:00,OLDS,4D,,GLD,AT25048,IL,701 N. Sacramento,(773) 265-7605,6925586
2018-06-13T00:00:00,FORD,LL,,BLK,144U471,IL,10300 S. Doty,(773) 568-8495,2852507
2018-06-13T00:00:00,MITS,2D,,WHI,Y754956,IL,10300 S. Doty,(773) 568-8495,2852508
2018-06-13T00:00:00,FORD,LL,,GRN,,,701 N. Sacramento,(773) 265-7605,6925590
2018-06-13T00:00:00,BUIC,4D,,BLK,AAU8061,WI,400 E. Lower Wacker,(312) 744-7550,987851
2018-06-13T00:00:00,BUIC,4D,,BLK,Q136242,IL,701 N. Sacramento,(773) 265-7605,6925592
2018-06-13T00:00:00,,MC,,BLU,EM2308,IL,701 N. Sacramento,(773) 265-7605,6925595
2018-06-13T00:00:00,CHEV,4D,,BLK,,,701 N. Sacramento,(773) 265-7605,6925601
2018-06-13T00:00:00,BUIC,2D,,BRO,Q358178,IL,701 N. Sacramento,(773) 265-7605,6925600
2018-06-13T00:00:00,VOLK,4D,,BLU,,,10300 S. Doty,(773) 568-8495,2852516
2018-06-11T00:00:00,PONT,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2852521
2018-06-13T00:00:00,FORD,LL,,RED,J643123,IN,10300 S. Doty,(773) 568-8495,2852522
2018-06-13T00:00:00,MERZ,4D,,SIL,379T439,IL,10300 S. Doty,(773) 568-8495,2852519
2018-06-13T00:00:00,SATR,4D,,GRN,242591,IL,10300 S. Doty,(773) 568-8495,2852523
2018-06-14T00:00:00,OLDS,2D,,RED,E364443,IL,701 N. Sacramento,(773) 265-7605,6925618
2018-06-14T00:00:00,CHEV,LL,,WHI,2253054B,IL,701 N. Sacramento,(773) 265-7605,6925628
2018-06-14T00:00:00,CHRY,4D,,GRY,AR18919,IL,10300 S. Doty,(773) 568-8495,2852535
2018-06-14T00:00:00,VOLK,2D,,YEL,,IL,701 N. Sacramento,(773) 265-7605,6925638
2018-06-14T00:00:00,SATR,4D,,GLD,,IL,701 N. Sacramento,(773) 265-7605,6925649
2018-06-14T00:00:00,CHEV,4D,,SIL,Z252892,IL,10300 S. Doty,(773) 568-8495,2852540
2018-06-14T00:00:00,CHEV,VN,,GRY,Z252634,IL,10300 S. Doty,(773) 568-8495,2852538
2018-06-14T00:00:00,HYUN,4D,,BLK,AN20714,IL,701 N. Sacramento,(773) 265-7605,6925640
2018-06-14T00:00:00,TOYT,LL,,WHI,V687655,IL,701 N. Sacramento,(773) 265-7605,6925643
2018-06-14T00:00:00,FORD,VN,,TAN,ZX28271,IL,701 N. Sacramento,(773) 265-7605,6925646
2018-06-14T00:00:00,FORD,LL,EPD,BGE,893T717,IL,701 N. Sacramento,(773) 265-7605,6925650
2018-06-14T00:00:00,CHEV,2D,,GRN,Q476359,IL,10300 S. Doty,(773) 568-8495,2852531
2018-06-14T00:00:00,JEEP,LL,,BLK,AT62655,IL,701 N. Sacramento,(773) 265-7605,6925657
2018-06-14T00:00:00,BUIC,4D,,WHI,7405669,IL,701 N. Sacramento,(773) 265-7605,6925659
2018-06-14T00:00:00,BUIC,4D,,SIL,,IL,701 N. Sacramento,(773) 265-1846,1537535
2018-06-14T00:00:00,CHEV,PK,,TAN,1873390,IL,701 N. Sacramento,(773) 265-7605,6925672
2018-06-14T00:00:00,CADI,4D,,BLU,Z712947,IL,701 N. Sacramento,(773) 265-7605,6925688
2018-06-14T00:00:00,SUZI,4D,,GRN,H854916,IL,701 N. Sacramento,(773) 265-7605,6925700
2018-06-14T00:00:00,PONT,4D,,SIL,Z990761,IL,701 N. Sacramento,(773) 265-7605,6925695
2018-06-14T00:00:00,TOYT,2D,,BLU,AQ51233,IL,10300 S. Doty,(773) 568-8495,2852544
2018-06-14T00:00:00,HYUN,2D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2852545
2018-06-14T00:00:00,VOLV,4D,,WHI,906T889,IL,10300 S. Doty,(773) 568-8495,2852547
2018-06-14T00:00:00,CADI,4D,,BLK,AMT965,IN,701 N. Sacramento,(773) 265-7605,6925704
2018-06-14T00:00:00,NISS,2D,,WHI,TOMEI,IL,701 N. Sacramento,(773) 265-7605,6925710
2018-06-14T00:00:00,HYUN,4D,,BLU,AP44478,IL,10300 S. Doty,(773) 568-8495,2852551
2018-06-14T00:00:00,VOLK,4D,JET,SIL,J683173,IN,10300 S. Doty,(773) 568-8495,2852553
2018-06-14T00:00:00,MAZD,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2852552
2018-06-14T00:00:00,CHEV,4D,,TAN,AT34027,IL,10300 S. Doty,(773) 568-8495,2852555
2018-06-14T00:00:00,CHEV,4D,,SIL,VMV1577,VA,701 N. Sacramento,(773) 265-7605,6925724
2018-06-14T00:00:00,,4D,,BLK,ZU52416,IL,10300 S. Doty,(773) 568-8495,2852558
2018-06-15T00:00:00,NISS,4D,,BLK,AJ29630,IL,10300 S. Doty,(773) 568-8495,2852559
2018-06-15T00:00:00,JEEP,LL,,SIL,AV44550,IL,701 N. Sacramento,(773) 265-7605,6925728
2018-06-15T00:00:00,CHEV,4D,,WHI,AF24576,IL,701 N. Sacramento,(773) 265-7605,6925731
2018-06-15T00:00:00,FORD,PK,,RED,2251774B,IL,701 N. Sacramento,(773) 265-7605,6925740
2018-06-15T00:00:00,FORD,LL,,RED,,IL,10300 S. Doty,(773) 568-8495,2852571
2018-06-15T00:00:00,CHEV,LL,,GLD,192182,IL,701 N. Sacramento,(773) 265-7605,6925755
2018-06-15T00:00:00,CHRY,4D,,GRY,955T200,IL,10300 S. Doty,(773) 568-8495,2852572
2018-06-15T00:00:00,DODG,LL,,BLK,AF19597,IL,701 N. Sacramento,(773) 265-7605,6925756
2018-06-15T00:00:00,PONT,4D,,BLU,Q614665,IL,701 N. Sacramento,(773) 265-7605,6925751
2018-06-15T00:00:00,CHRY,VN,,GRN,608T566,IL,10300 S. Doty,(773) 568-8495,2852574
2018-06-15T00:00:00,PONT,4D,,BLK,AT54769,IL,701 N. Sacramento,(773) 265-7605,6925768
2018-06-15T00:00:00,CADI,4D,,WHI,AN18554,IL,701 N. Sacramento,(773) 265-7605,6925764
2018-06-15T00:00:00,HOND,4D,,TAN,AP71807,IL,400 E. Lower Wacker,(312) 744-7550,987936
2018-06-14T00:00:00,CHRY,4D,,GRY,Z185712,IL,701 N. Sacramento,(773) 265-7605,6925610
2018-06-15T00:00:00,HYUN,4D,,GLD,Z726576,IL,10300 S. Doty,(773) 568-8495,2852566
2018-06-15T00:00:00,CHEV,4D,,RED,283970,IL,701 N. Sacramento,(773) 265-7605,6925771
2018-06-15T00:00:00,MITS,2D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6925772
2018-06-15T00:00:00,MAZD,4D,,PLE,Q504379,IL,701 N. Sacramento,(773) 265-7605,6925775
2018-06-15T00:00:00,BUIC,4D,REG,SIL,WWM313,IN,10300 S. Doty,(773) 568-8495,2852577
2018-06-15T00:00:00,PONT,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2852581
2018-06-15T00:00:00,DODG,VN,TK,GRY,AG47159,IL,701 N. Sacramento,(773) 265-7605,6925790
2018-06-15T00:00:00,BUIC,4D,,TAN,AL13567,IL,10300 S. Doty,(773) 568-8495,2852580
2018-06-15T00:00:00,FORD,LL,,BLK,AF34838,IL,701 N. Sacramento,(773) 265-7605,6925793
2018-06-15T00:00:00,DODG,4D,,GRY,Y739757,IL,701 N. Sacramento,(773) 265-7605,6925811
2018-06-15T00:00:00,,UT,,BRO,,IL,701 N. Sacramento,(773) 265-7605,6925805
2018-06-15T00:00:00,KIA,4D,,BLU,949T412,IL,701 N. Sacramento,(773) 265-7605,6925814
2018-06-15T00:00:00,LINC,4D,,BLK,134U061,IL,10300 S. Doty,(773) 568-8495,478735
2018-06-15T00:00:00,,MC,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6925817
2018-06-15T00:00:00,BUIC,4D,,BLU,ZX37709,IL,701 N. Sacramento,(773) 265-7605,6925822
2018-06-15T00:00:00,NISS,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2852591
2018-06-15T00:00:00,FORD,LL,,BRO,AE69609,IL,701 N. Sacramento,(773) 265-7605,6925813
2018-06-15T00:00:00,CHEV,4D,,BLK,JJMOM90,IL,400 E. Lower Wacker,(312) 744-7550,987975
2018-06-16T00:00:00,ACUR,4D,,GRY,AT62951,IL,701 N. Sacramento,(773) 265-7605,6925836
2018-06-16T00:00:00,DODG,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2852598
2018-06-16T00:00:00,NISS,4D,,RED,E514690,IL,400 E. Lower Wacker,(312) 744-7550,987986
2018-06-16T00:00:00,FORD,LL,,WHI,591627F,TX,10300 S. Doty,(773) 568-8495,2852606
2018-06-16T00:00:00,FORD,4D,,GRN,E146196,IL,10300 S. Doty,(773) 568-8495,2852605
2018-06-16T00:00:00,JEEP,LL,,BLK,AL13245,IL,701 N. Sacramento,(773) 265-7605,6925878
2018-06-16T00:00:00,CADI,4D,,GRN,U182650,IN,701 N. Sacramento,(773) 265-7605,6925871
2018-06-16T00:00:00,CHEV,VN,AST,WHI,AS80191,IL,701 N. Sacramento,(773) 265-7605,6925883
2018-06-16T00:00:00,HYUN,4D,,WHI,Z375727,IL,400 E. Lower Wacker,(312) 744-7550,987992
2018-06-16T00:00:00,FORD,4D,,BLK,AF21703,IL,701 N. Sacramento,(773) 265-7605,6925926
2018-06-16T00:00:00,ACUR,LL,,GRY,AE94747,IL,400 E. Lower Wacker,(312) 744-7550,988005
2018-06-16T00:00:00,CHEV,LL,BLZ,GRN,AD45828,IL,10300 S. Doty,(773) 568-8495,2852622
2018-06-16T00:00:00,CHEV,4D,MAL,WHI,AF84005,IL,701 N. Sacramento,(773) 265-7605,6925933
2018-06-16T00:00:00,HOND,4D,,BLU,Q141535,IL,10300 S. Doty,(773) 568-8495,2852624
2018-06-16T00:00:00,TOYT,4D,,TAN,AG40406,IL,701 N. Sacramento,(773) 265-7605,6925936
2018-06-16T00:00:00,HYUN,4D,,SIL,J563290,IN,400 E. Lower Wacker,(312) 744-7550,988015
2018-06-16T00:00:00,FORD,2D,,WHI,Q830780,IL,701 N. Sacramento,(773) 265-7605,6925938
2018-06-16T00:00:00,ZCZY,MC,,YEL,,IL,701 N. Sacramento,(773) 265-7605,6925941
2018-06-17T00:00:00,HYUN,4D,,GRY,874RT,IN,400 E. Lower Wacker,(312) 744-7550,988021
2018-06-17T00:00:00,PONT,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2852640
2018-06-17T00:00:00,CADI,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2852643
2018-06-17T00:00:00,PONT,4T,,GRY,Q342878,IL,701 N. Sacramento,(773) 265-7605,6925956
2018-06-17T00:00:00,FORD,4D,,BLK,AQ69879,IL,10300 S. Doty,(773) 568-8495,2852645
2018-06-17T00:00:00,MITS,LL,,BLK,Q637965,IL,701 N. Sacramento,(773) 265-7605,6925969
2018-06-17T00:00:00,FORD,4H,,GRY,AL37406,IL,701 N. Sacramento,(773) 265-7605,6925978
2018-06-17T00:00:00,INFI,4D,,SIL,AT57365,IL,701 N. Sacramento,(773) 265-7605,6925980
2018-06-17T00:00:00,PONT,4D,,RED,774678,IL,10300 S. Doty,(773) 568-8495,2852648
2018-06-17T00:00:00,MERC,4D,,GRN,234633,IL,701 N. Sacramento,(773) 265-7605,6925999
2018-06-17T00:00:00,CHRY,4D,,BLK,E529800,IL,10300 S. Doty,(773) 568-8495,2852652
2018-06-17T00:00:00,CHEV,2D,,BLK,AD71977,IL,10300 S. Doty,(773) 568-8495,2852654
2018-06-17T00:00:00,TOYT,4D,,GLD,RH1606,IL,400 E. Lower Wacker,(312) 744-7550,988037
2018-06-17T00:00:00,KIA,VN,,GRY,AT54788,IL,701 N. Sacramento,(773) 265-7605,6926014
2018-06-17T00:00:00,TOYT,4D,,GRY,N334799,IL,701 N. Sacramento,(773) 265-7605,6926017
2018-06-17T00:00:00,CHEV,4D,,GRY,AL79034,IL,701 N. Sacramento,(773) 265-7605,6926018
2018-06-17T00:00:00,HYUN,4D,,GRY,AM27441,IL,701 N. Sacramento,(773) 265-7605,6926021
2018-06-17T00:00:00,NISS,4D,,GRN,,IL,701 N. Sacramento,(773) 265-7605,6926025
2018-06-17T00:00:00,CHEV,4D,,SIL,AS73110,IL,10300 S. Doty,(773) 568-8495,2852666
2018-06-17T00:00:00,CHRY,LL,,BLU,Q173649,IL,701 N. Sacramento,(773) 265-7605,6926029
2018-06-17T00:00:00,HYUN,4D,,BRO,P431069,IL,701 N. Sacramento,(773) 265-7605,6926030
2018-06-17T00:00:00,ACUR,LL,,SIL,ZU82908,IL,701 N. Sacramento,(773) 265-7605,6926031
2018-06-17T00:00:00,CHEV,4D,,DBL,,IL,701 N. Sacramento,(773) 265-7605,6926034
2018-06-17T00:00:00,TOYT,4D,,BLK,Q815657,IL,701 N. Sacramento,(773) 265-7605,6926036
2018-06-17T00:00:00,CHRY,4D,,COM,376479,IL,10300 S. Doty,(773) 568-8495,2852669
2018-06-17T00:00:00,PONT,4D,,BGE,994375,IL,10300 S. Doty,(773) 568-8495,2852670
2018-06-17T00:00:00,CHEV,4D,,GRY,Z117598,IL,400 E. Lower Wacker,(312) 744-7550,988063
2018-06-18T00:00:00,CHRY,2D,,SIL,E526025,IL,701 N. Sacramento,(773) 265-7605,6926039
2018-06-18T00:00:00,CADI,4D,,SIL,AD56038,IL,10300 S. Doty,(773) 568-8495,2852674
2018-06-18T00:00:00,MERZ,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2852672
2018-06-18T00:00:00,FORD,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2852675
2018-06-18T00:00:00,PONT,4D,,RED,,,701 N. Sacramento,(773) 265-7605,6926048
2018-06-18T00:00:00,HYUN,4D,,BLU,Q140165,IL,701 N. Sacramento,(773) 265-7605,6926051
2018-06-18T00:00:00,BUIC,VN,,PLE,AH44561,IL,701 N. Sacramento,(773) 265-7605,6926050
2018-06-18T00:00:00,BUIC,4D,,LBL,Q812242,IL,701 N. Sacramento,(773) 265-7605,6926052
2018-06-18T00:00:00,CHEV,LL,,BLK,,IL,10300 S. Doty,(773) 568-8495,2852680
2018-06-18T00:00:00,DODG,4D,,GLD,956688,IL,701 N. Sacramento,(773) 265-7605,6926053
2018-06-18T00:00:00,NISS,,,BLU,AQ24530,IL,701 N. Sacramento,(773) 265-7605,6926054
2018-06-18T00:00:00,FORD,LL,EXP,GLD,AS65175,IL,701 N. Sacramento,(773) 265-7605,6926060
2018-06-15T00:00:00,CHEV,4D,,GRY,Z732156,IL,10300 S. Doty,(773) 568-8495,2852592
2018-06-15T00:00:00,CHEV,4D,,GRY,Q702347,IL,10300 S. Doty,(773) 568-8495,2852593
2018-06-18T00:00:00,CHEV,4D,,WHI,AT42730,IL,701 N. Sacramento,(773) 265-7605,6926063
2018-06-15T00:00:00,FORD,LL,,BLK,ITICA1,IL,701 N. Sacramento,(773) 265-7605,6925749
2018-06-18T00:00:00,NISS,4D,SEN,RED,AL50887,IL,701 N. Sacramento,(773) 265-7605,6926065
2018-06-18T00:00:00,HYUN,LL,,BLK,758LZX,IN,400 E. Lower Wacker,(312) 744-7550,988085
2018-06-18T00:00:00,CHEV,4D,,WHI,AD79341,IL,701 N. Sacramento,(773) 265-7605,6926068
2018-06-15T00:00:00,,LL,,WHI,MC7736SE,MI,701 N. Sacramento,(773) 265-7605,6925804
2018-06-16T00:00:00,ZCZY,BT,,WHI,IL841DD,IL,701 N. Sacramento,(773) 265-7605,6925937
2018-06-18T00:00:00,TOYT,4D,4RN,BLK,R444730,IL,701 N. Sacramento,(773) 265-7605,6926066
2018-06-18T00:00:00,NISS,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2852687
2018-06-17T00:00:00,CHRY,VN,,BLU,AP19505,IL,10300 S. Doty,(773) 568-8495,2852526
2018-06-18T00:00:00,FORD,2D,,BLK,081LEY,MS,701 N. Sacramento,(773) 265-1846,1537548
2018-06-18T00:00:00,CHEV,LL,,BLK,S626357,IL,10300 S. Doty,(773) 568-8495,2852696
2018-06-18T00:00:00,NISS,4D,,BLU,,,701 N. Sacramento,(773) 265-7605,6926075
2018-06-18T00:00:00,CHEV,VN,,TAN,E669208,IL,10300 S. Doty,(773) 568-8495,2852702
2018-06-18T00:00:00,BMW,4D,,BLK,A792291,IL,701 N. Sacramento,(773) 265-7605,6926078
2018-06-18T00:00:00,PONT,4D,,TAN,AS22307,IL,701 N. Sacramento,(773) 265-7605,6926077
2018-06-18T00:00:00,LINC,LL,,BLK,N132496,IL,701 N. Sacramento,(773) 265-7605,6926080
2018-06-18T00:00:00,PONT,4D,,SIL,,,10300 S. Doty,(773) 568-8495,2852704
2018-06-18T00:00:00,NISS,4D,,BLK,X272935,IL,701 N. Sacramento,(773) 265-7605,6926086
2018-06-18T00:00:00,CHRY,VN,,BLU,933T104,IL,10300 S. Doty,(773) 568-8495,2852710
2018-06-19T00:00:00,FORD,LL,,WHI,,IL,10300 S. Doty,(773) 568-8495,2852715
2018-06-18T00:00:00,CHEV,4D,,COM,510208,IL,701 N. Sacramento,(773) 265-7605,6926096
2018-06-18T00:00:00,CHEV,LL,TK,TAN,,IL,701 N. Sacramento,(773) 265-7605,6926092
2018-06-19T00:00:00,CADI,4D,,BRO,,IL,10300 S. Doty,(773) 568-8495,2852720
2018-06-18T00:00:00,HYUN,4D,,SIL,Z677299,IL,701 N. Sacramento,(773) 265-7605,6926102
2018-06-18T00:00:00,TOYT,VN,,SIL,AS15925,IL,701 N. Sacramento,(773) 265-7605,6926105
2018-06-19T00:00:00,DODG,VN,,RED,255695,IL,400 E. Lower Wacker,(312) 744-7550,988121
2018-06-19T00:00:00,DODG,VN,,TAN,,IL,701 N. Sacramento,(773) 265-7605,6926110
2018-06-19T00:00:00,FORD,4D,,GRN,177U558,IL,701 N. Sacramento,(773) 265-7605,6926111
2018-06-19T00:00:00,HYUN,LL,,BLK,E477564,IL,701 N. Sacramento,(773) 265-7605,6926114
2018-06-19T00:00:00,CHEV,VN,,SIL,,IL,10300 S. Doty,(773) 568-8495,2852724
2018-06-19T00:00:00,CADI,4D,,BLK,J464187,IN,10300 S. Doty,(773) 568-8495,2852723
2018-06-18T00:00:00,FORD,4D,,GRY,AP73334,IL,10300 S. Doty,(773) 568-8495,2852700
2018-06-18T00:00:00,PONT,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2852718
2018-06-19T00:00:00,LEXS,4D,,BLK,G3929B,WI,10300 S. Doty,(773) 568-8495,2852730
2018-06-19T00:00:00,DODG,4D,,SIL,E545734,IL,10300 S. Doty,(773) 568-8495,2852743
2018-06-19T00:00:00,NISS,4D,SEN,DBL,Q140602,IL,701 N. Sacramento,(773) 265-7605,6926127
2018-06-15T00:00:00,BMW,4D,,GRY,,,701 N. Sacramento,(773) 265-7605,6925730
2018-06-19T00:00:00,OLDS,4D,ALO,GLD,029WRA,MN,701 N. Sacramento,(773) 265-7605,6926128
